Row No,Brand,Laptop Type,Inches,Ram,Memory,Operating System,Weight(In Grams),Price,Touch Screen,IPS,Retina,Width,Height,Maximum Display Resolution,Menory,Primary Storage,Secondary Storage,Primary Storage Type,Secondary Storage Type,Clock Speed,Processor Brand,Processor Model,GPU Brand,GPU Model
391,Acer,Notebook,15.6,8GB,256GB SSD,Linux,2500.0,46833.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
392,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2800.0,119827.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
393,Asus,Ultrabook,14,8GB,512GB SSD,Windows 10,1100.0,99793.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
394,Toshiba,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1200.0,93080.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
395,Dell,Ultrabook,14,8GB,512GB SSD,Windows 10,1400.0,89510.0,No,No,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Intel,HD Graphics
397,Lenovo,Notebook,11.6,2GB,32GB Flash Storage,Windows 10,1200.0,16221.0,No,No,No,1366.0,768.0,Quad HD (QHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
398,Lenovo,Workstation,15.6,8GB,512GB SSD,Windows 10,2700.0,102564.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
399,Lenovo,Ultrabook,14,8GB,512GB SSD,Windows 10,1700.0,103523.0,No,Yes,No,2560.0,1440.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GT 940MX
400,HP,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,24988.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,AMD,Radeon 520
401,Acer,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1600.0,42038.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
402,Asus,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1300.0,49444.0,Yes,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
403,Dell,Notebook,15.6,4GB,256GB SSD,Linux,2300.0,31909.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R5 M430
404,Dell,Notebook,13.3,4GB,128GB SSD,Windows 10,1600.0,36710.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
405,HP,Ultrabook,14,8GB,256GB SSD,Windows 10,1400.0,79920.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
406,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2100.0,28769.0,No,No,No,1366.0,768.0,4K Ultra HD (UHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
407,Lenovo,Ultrabook,14,8GB,256GB SSD,Windows 10,1800.0,64755.0,No,Yes,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,AMD,Radeon RX 550
408,Lenovo,2 in 1 Convertible,15.6,16GB,512GB SSD,Windows 10,2000.0,101179.0,Yes,Yes,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
409,Chuwi,Notebook,12.3,6GB,64GB Flash Storage,Windows 10,1400.0,23923.0,No,Yes,Yes,2736.0,1824.0,Full HD (FHD),64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
410,HP,Notebook,15.6,8GB,256GB SSD,Windows 10,2300.0,76031.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Core i7 7820HQ,Intel,HD Graphics 630
413,Dell,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2600.0,61752.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
414,Dell,Notebook,15.6,8GB,256GB SSD +  2TB HDD,Windows 10,2000.0,60867.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD +  2TB HDD,256GB SSD,2TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,AMD,Radeon 530
415,Dell,Ultrabook,14,8GB,256GB SSD,Linux,1600.0,58555.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Intel,HD Graphics 620
416,HP,Gaming,17.3,12GB,256GB SSD +  1TB HDD,Windows 10,3400.0,106507.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
417,Mediacom,2 in 1 Convertible,11.6,4GB,32GB SSD,Windows 10,1200.0,15931.0,Yes,Yes,No,1920.0,1080.0,4K Ultra HD (UHD),32GB SSD,32GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
418,Samsung,Netbook,11.6,4GB,16GB Flash Storage,Chrome OS,1200.0,14332.0,No,No,No,1366.0,768.0,Full HD (FHD),16GB Flash Storage,16GB Flash Storage,Not Available,Flash,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
419,Lenovo,Notebook,13.3,8GB,256GB SSD,Windows 10,1400.0,53813.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
420,Lenovo,Notebook,14,4GB,128GB SSD,Windows 10,1700.0,31915.0,No,Yes,No,1920.0,1080.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i3 7130U,Intel,HD Graphics 620
421,Lenovo,Workstation,15.6,16GB,512GB SSD,Windows 10,2300.0,130270.0,No,Yes,No,3840.0,2160.0,Quad HD+ (QHD+),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Nvidia,GeForce 940MX
422,Lenovo,Notebook,15.6,16GB,512GB SSD,Windows 10,2500.0,130483.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Core i7 7820HQ,Nvidia,Quadro M2200M
423,Asus,Gaming,17.3,8GB,256GB SSD +  1TB HDD,Windows 10,3200.0,90310.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,3.2GHz,AMD,Ryzen 1600,AMD,Radeon RX 580
424,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,18488.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
425,Google,Ultrabook,12.3,16GB,512GB SSD,Chrome OS,1100.0,117163.0,Yes,No,No,2400.0,1600.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.3GHz,Intel,Core i7 7Y75,Intel,HD Graphics 615
427,Asus,Notebook,15.6,4GB,256GB SSD,Linux,2000.0,29784.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
428,Lenovo,Notebook,17.3,8GB,1TB HDD,Windows 10,2800.0,27652.0,No,No,No,1600.0,900.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,AMD,A6-Series 9220,AMD,Radeon R4
429,Dell,Notebook,15.6,4GB,256GB SSD,Windows 10,2200.0,39907.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon 530
430,Lenovo,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1400.0,76137.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
431,Lenovo,Notebook,15.6,4GB,128GB SSD,Windows 10,2200.0,18595.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
432,HP,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2200.0,58555.0,No,Yes,No,1920.0,1080.0,Quad HD+ (QHD+),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
433,Dell,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,62817.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i5 7440HQ,Nvidia,GeForce 930MX
434,Acer,Notebook,15.6,4GB,500GB HDD,Linux,2400.0,23539.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
435,Dell,Workstation,15.6,8GB,64GB Flash Storage +  1TB HDD,Windows 10,2200.0,106187.0,No,No,No,1920.0,1080.0,Full HD (FHD),64GB Flash Storage +  1TB HDD,64GB Flash Storage,1TB HDD,Flash,HDD,3GHz,Intel,Xeon E3-1505M V6,Nvidia,Quadro M620
436,MSI,Gaming,15.6,8GB,256GB SSD,Windows 10,2200.0,54758.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
437,Microsoft,Ultrabook,13.5,16GB,512GB SSD,Windows 10 S,1200.0,137942.0,Yes,No,No,2256.0,1504.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 7660U,Intel,Iris Plus Graphics 640
438,HP,Notebook,15.6,8GB,128GB SSD,Windows 10,1900.0,31382.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
439,Dell,Workstation,15.6,16GB,256GB SSD,Windows 10,2200.0,105228.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 6820HQ,Nvidia,Quadro M620
440,HP,Workstation,15.6,8GB,512GB SSD,Windows 10,2300.0,81732.0,No,Yes,No,1920.0,1080.0,Quad HD+ (QHD+),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Core i7 7820HQ,Intel,HD Graphics 620
441,Lenovo,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,71662.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
442,Dell,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2400.0,52161.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,AMD,Radeon 530
443,Dell,2 in 1 Convertible,11.6,4GB,500GB HDD,Windows 10,1500.0,25521.0,Yes,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
444,Dell,Notebook,17.3,8GB,1TB HDD,Windows 10,4400.0,109011.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
445,Microsoft,Ultrabook,13.5,4GB,128GB SSD,Windows 10 S,1300.0,52694.0,Yes,No,No,2256.0,1504.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.2GHz,Intel,Core M m3-7Y30,Intel,HD Graphics 615
447,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2500.0,34094.0,No,No,No,1600.0,900.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
448,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,28984.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Nvidia,GeForce 940MX
449,Acer,Netbook,11.6,4GB,128GB SSD,Windows 10,1400.0,23177.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
450,Asus,Notebook,15.6,8GB,1TB HDD,Windows 10,2400.0,39907.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
451,Lenovo,Notebook,14,8GB,512GB SSD,No OS,1500.0,42571.0,No,Yes,No,1920.0,1080.0,Quad HD (QHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,AMD,Radeon R7 M460
452,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2700.0,111355.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Core i7 7820HQ,Nvidia,Quadro M2200M
453,Asus,Notebook,15.6,4GB,500GB HDD,Windows 10,2000.0,16197.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 500
454,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2200.0,24988.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Nvidia,GeForce GTX 940MX
455,Dell,Notebook,15.6,8GB,2TB HDD,Windows 10,2000.0,40440.0,No,No,No,1920.0,1080.0,Full HD (FHD),2TB HDD,2TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon 530
456,HP,Gaming,17.3,12GB,1TB HDD,Windows 10,3800.0,90523.0,No,Yes,No,1920.0,1080.0,4K Ultra HD (UHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
457,Lenovo,Ultrabook,14,12GB,256GB SSD,Windows 10,1400.0,98994.0,No,Yes,No,2560.0,1440.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
458,HP,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1300.0,106507.0,Yes,Yes,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
459,HP,Notebook,15.6,8GB,500GB HDD,Windows 10,1900.0,61485.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,FirePro W4190M
460,Google,Ultrabook,12.3,8GB,128GB SSD,Chrome OS,1100.0,67932.0,Yes,No,No,2400.0,1600.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core i5 7Y57,Intel,HD Graphics 615
461,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1400.0,98134.0,Yes,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
462,Asus,Notebook,15.6,12GB,128GB SSD +  1TB HDD,Windows 10,2100.0,69211.0,No,Yes,No,3840.0,2160.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Intel,HD Graphics 530
463,Dell,Notebook,14,8GB,128GB SSD,Windows 10,1800.0,39427.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
465,Lenovo,Notebook,14,8GB,180GB SSD,Windows 10,1700.0,72674.0,No,No,No,1920.0,1080.0,Full HD (FHD),180GB SSD,180GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
466,Toshiba,Notebook,13.3,8GB,256GB SSD,Windows 10,1000.0,89084.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
467,Dell,Notebook,15.6,8GB,512GB SSD,Windows 10,2200.0,67239.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 940MX
468,Dell,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,31254.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
469,HP,Notebook,13.3,4GB,128GB SSD,Windows 10,1500.0,38681.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
470,Chuwi,Notebook,15.6,4GB,64GB Flash Storage,Windows 10,1900.0,13261.0,No,No,No,1920.0,1080.0,Full HD (FHD),64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom x5-Z8350,Intel,HD Graphics
471,Lenovo,Notebook,15.6,4GB,128GB SSD,Windows 10,2300.0,30103.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.0GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
472,Lenovo,Notebook,14,8GB,256GB SSD,Windows 10,1800.0,55891.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
473,Dell,Workstation,15.6,16GB,512GB SSD,Windows 10,2200.0,124569.0,No,Yes,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 6820HQ,Nvidia,Quadro M620
474,Dell,Notebook,15.6,16GB,512GB SSD,Windows 10,2100.0,101179.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
475,Lenovo,Ultrabook,12.5,16GB,512GB SSD,Windows 10,1400.0,95797.0,No,Yes,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
476,Asus,Ultrabook,12.5,16GB,512GB SSD,Windows 10,900.0,103896.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
477,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2300.0,53919.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 940MX
478,Toshiba,Ultrabook,13.3,32GB,512GB SSD,Windows 10,1000.0,149131.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
479,Asus,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2000.0,71928.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
480,Acer,Notebook,15.6,8GB,1TB HDD,Windows 10,2200.0,30849.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,AMD,A10-Series 9620P,AMD,Radeon RX 540
481,Asus,Gaming,17.3,24GB,256GB SSD +  1TB HDD,Windows 10,4300.0,67612.0,Yes,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M
482,Lenovo,Ultrabook,12.5,8GB,180GB SSD,Windows 10,1300.0,58555.0,No,Yes,No,1366.0,768.0,Full HD (FHD),180GB SSD,180GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
483,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2200.0,47893.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
484,HP,Notebook,14,8GB,1TB SSD,Windows 10,1500.0,93187.0,No,No,No,1920.0,1080.0,HD / HD+,1TB SSD,1TB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Intel,HD Graphics 620
485,Lenovo,Notebook,13.3,8GB,256GB SSD,Windows 10,1400.0,50563.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
486,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2300.0,48538.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
487,Asus,Netbook,11.6,4GB,64GB Flash Storage,Windows 10 S,1200.0,18115.0,No,No,No,1366.0,768.0,Full HD (FHD),64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
488,HP,Notebook,15.6,8GB,256GB SSD,Windows 10,1900.0,32980.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon 520
489,Lenovo,2 in 1 Convertible,13.9,8GB,256GB SSD,Windows 10,1400.0,85195.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
490,Lenovo,Notebook,14,4GB,500GB HDD,Windows 10,2100.0,15931.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
491,Lenovo,Netbook,11.6,4GB,16GB SSD,Chrome OS,1200.0,14119.0,No,No,No,1366.0,768.0,Full HD (FHD),16GB SSD,16GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
492,Lenovo,Notebook,13.3,8GB,256GB SSD,Windows 10,1400.0,50563.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
493,Asus,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2000.0,65215.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
494,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,32661.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce MX150
495,HP,Ultrabook,13.3,8GB,512GB SSD,Windows 10,1300.0,70489.0,No,Yes,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
496,Lenovo,Gaming,15.6,8GB,256GB SSD +  1TB HDD,No OS,2400.0,61219.0,No,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
497,Dell,Ultrabook,13.3,8GB,128GB SSD,Windows 10,1300.0,47899.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
498,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2200.0,34046.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
499,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2200.0,44542.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
